id,date,price,bedrooms,bathrooms,sqft_living,yr_built,condition
114101516,2014-05-28,310000.0,3,1.0,1430.0,1927,4.0
8078520310,2015-04-17,278500.0,3,2.0,1900.0,1998,3.0
1565950030,2015-04-27,364950.0,4,2.5,1930.0,1995,3.0
5016001535,2015-02-17,725000.0,3,1.75,1920.0,1913,4.0
9262800171,2015-03-24,252000.0,4,1.5,1550.0,1969,4.0
1202000200,2014-11-03,233000.0,3,2.0,1710.0,1941,5.0
7846200070,2014-10-02,595000.0,3,2.5,3370.0,2004,3.0
1755700060,2014-06-11,371500.0,3,2.0,1370.0,1964,5.0
7895500070,2015-02-13,240000.0,4,1.0,1220.0,1969,3.0
7234600798,2015-02-10,425000.0,3,2.5,1120.0,2008,3.0
8029510030,2015-02-12,363000.0,3,2.5,2740.0,1990,3.0
5151600340,2014-07-09,290000.0,3,1.5,1900.0,1959,4.0
824079032,2014-06-26,563500.0,4,1.75,2085.0,1964,3.0
2473420140,2014-09-23,315000.0,4,2.75,2300.0,1979,4.0
1745100140,2014-10-17,210000.0,3,1.0,1700.0,1967,4.0
2321300390,2014-11-05,650000.0,3,2.0,1870.0,1925,4.0
7920100045,2014-05-16,350000.0,1,1.0,700.0,1942,3.0
4058801670,2014-07-17,445000.0,3,2.25,1900.0,1967,3.0
4140090240,2014-11-05,520000.0,3,2.25,2590.0,1977,5.0
98020350,2015-01-23,720000.0,4,4.0,3200.0,2004,3.0
1115300070,2014-11-06,684000.0,4,3.5,3040.0,2010,3.0
5468750060,2014-10-28,328500.0,4,3.0,2290.0,1990,3.0
6647200060,2015-02-09,405000.0,3,1.75,1670.0,1980,3.0
6126500060,2014-11-24,329950.0,3,1.75,2080.0,1971,3.0
7852030960,2014-11-06,437500.0,3,2.5,2120.0,2000,3.0
1762600070,2015-01-16,917500.0,4,2.5,3880.0,1984,3.0
952003285,2014-08-05,679900.0,3,2.5,1900.0,2000,3.0
6189200125,2015-03-25,849950.0,3,3.0,2990.0,1973,4.0
4025300135,2015-05-08,451000.0,3,1.75,1790.0,1949,3.0
626059335,2014-09-04,527000.0,4,2.25,2330.0,1987,3.0
1722059235,2014-07-03,430000.0,4,1.75,2600.0,1969,4.0
6865200140,2014-05-29,485000.0,4,1.0,1900.0,1916,4.0
8732020310,2014-07-17,260000.0,4,2.25,2160.0,1978,3.0
3353400435,2014-07-21,230000.0,3,2.0,1900.0,2003,3.0
5101404898,2014-05-19,592500.0,2,2.0,1420.0,1928,5.0
5466410030,2015-04-10,249000.0,3,2.0,1360.0,1994,3.0
2172000075,2014-06-23,430000.0,2,2.0,1610.0,1930,3.0
662310400,2014-10-17,515000.0,4,3.0,3590.0,1997,3.0
1723049270,2015-01-07,340500.0,3,2.0,2270.0,1947,4.0
9477200200,2014-08-18,305000.0,3,1.75,1650.0,1977,3.0
3626039325,2014-11-21,740500.0,3,3.5,4380.0,1900,3.0
1922059046,2014-10-29,430000.0,3,1.0,1980.0,1932,3.0
2459500310,2015-02-18,358000.0,3,2.25,1610.0,1985,4.0
6021501535,2014-12-23,700000.0,3,1.5,1580.0,1939,3.0
3830630310,2014-07-25,260000.0,3,2.5,1670.0,1988,3.0
3260800030,2014-08-11,335000.0,3,2.5,2440.0,1998,3.0
6600700030,2015-05-06,525000.0,3,2.25,1490.0,1981,3.0
7511800070,2014-08-21,264000.0,3,1.5,1820.0,1962,4.0
2525069041,2014-09-04,505000.0,3,1.5,1830.0,1981,3.0
7972601890,2014-10-20,385000.0,4,1.75,1900.0,1955,4.0
9346980140,2014-08-20,605000.0,3,1.75,1900.0,1977,4.0
5000500055,2014-05-28,215000.0,2,1.0,1320.0,1943,4.0
2078500320,2014-06-20,605000.0,4,2.5,2620.0,1996,3.0
9477200200,2014-08-18,305000.0,3,1.75,1650.0,1977,3.0
7214810350,2014-10-17,467000.0,5,2.25,2500.0,1979,3.0
8658300340,2014-05-23,80000.0,1,0.75,430.0,1912,2.0
98020350,2015-01-23,720000.0,4,4.0,3200.0,2004,3.0
2013200390,2014-09-22,268000.0,4,1.75,1680.0,1977,3.0
1653500070,2014-05-12,927000.0,4,2.75,3300.0,1953,3.0
2697100140,2015-01-05,423000.0,4,2.25,2200.0,1962,5.0
4379400260,2014-06-10,695000.0,3,2.75,2540.0,2005,3.0
3261020370,2014-06-05,653000.0,3,2.5,2680.0,1979,4.0
9418400240,2014-10-28,355000.0,2,1.0,1900.0,1948,3.0
4022907770,2014-10-14,550000.0,4,1.75,1900.0,1958,3.0
1509500060,2014-09-05,370000.0,4,2.5,2720.0,1992,3.0
1402600700,2014-07-21,359900.0,4,2.25,2470.0,1983,3.0
8944290160,2014-11-04,230000.0,3,2.0,1510.0,1985,3.0
3797001895,2015-04-22,481000.0,3,1.75,1560.0,1918,4.0
9276201895,2014-08-20,615000.0,3,1.75,1900.0,1951,5.0
1529200340,2015-01-08,496500.0,3,2.5,2260.0,1994,3.0
9545240070,2015-04-28,660500.0,4,2.25,2010.0,1986,3.0
8820901275,2014-06-10,571000.0,4,2.0,2750.0,1916,3.0
3021059276,2015-03-14,430000.0,4,2.0,2010.0,1976,4.0
8722101360,2014-12-02,780000.0,3,1.0,1660.0,1911,3.0
3454000060,2014-07-22,1000000.0,4,2.5,2610.0,1922,3.0
9485740340,2015-03-10,346900.0,4,2.5,1900.0,1999,3.0
2123039032,2014-10-27,369900.0,1,0.75,760.0,1936,5.0
7853240200,2014-05-16,619000.0,3,2.5,2720.0,2005,3.0
8146100270,2015-03-24,824000.0,4,2.25,2490.0,1961,4.0
3830630060,2014-09-29,245000.0,3,2.5,1730.0,1987,3.0
1687900520,2014-09-29,673000.0,4,2.25,2590.0,1980,4.0
7972000200,2014-05-29,264950.0,4,2.25,1720.0,1978,4.0
2946001550,2015-04-16,279000.0,6,1.75,2240.0,1955,4.0
2473420140,2014-09-23,315000.0,4,2.75,2300.0,1979,4.0
